ID_MASSA;NOME_COMPLETO;NOME_USUARIO;EMAIL;SENHA;CPF;TELEFONE;CEP;RUA;NUMERO;BAIRRO;CIDADE;ESTADO;PAIS;DATA_NASCIMENTO;BANDEIRA_CARTAO;TIER_CARTAO;DIA_VENCIMENTO;NOME_IMPRESSO;PLANO_CONTA;CHAVE_PIX;NOME_TUTOR;CPF_TUTOR
="C_0086";="Lara Pereira";="lara.pereira";="pereira.lara@fastmail.com";="admin999";="07206226388";="557881603470";="04690145";="Marginal Danilo";="65367";="Clay County";="Souza de Nossa Senhora";="GO";="Brasil";="1972-07-24";="VISA";="BRONZE";="20";="LARA PEREIRA";="PRO";="07206226388";="";=""
="C_0087";="Isabel Pereira";="isabel.pereira";="pereira.isabel@bol.com.br";="admin999";="38339506250";="8980837773";="43203560";="Alameda Braga";="8911";="Wayne County";="Silvia do Descoberto";="SE";="Brasil";="1970-05-08";="MASTERCARD";="GOLD";="20";="ISABEL PEREIRA";="PRO";="38339506250";="";=""
="C_0088";="Noah Costa";="noah.costa";="costa.noah@ig.com.br";="admin999";="35973639622";="554636121797";="69925842";="Rodovia Carlos";="2041";="Kent";="Nataniel de Nossa Senhora";="PE";="Brasil";="1993-04-25";="HIPERCARD";="BLACK";="20";="NOAH COSTA";="VIP_BLACK";="35973639622";="";=""
="C_0089";="Helio Xavier";="helio.xavier";="xavier.helio@me.com";="admin999";="79374632012";="97330993870";="50982385";="Rodovia Saraiva";="4333";="Henry County";="Nataniel do Descoberto";="AP";="Brasil";="2008-05-13";="HIPERCARD";="GOLD";="20";="HELIO XAVIER";="PRO";="79374632012";="";=""
="C_0090";="Liz Reis";="liz.reis";="reis.liz@zoho.com";="admin999";="53366766670";="05862075064";="31100083";="Rua Carvalho";="921";="Hertfordshire";="Mercia do Sul";="AC";="Brasil";="1972-06-13";="MASTERCARD";="GOLD";="10";="LIZ REIS";="PRO";="53366766670";="";=""
="C_0091";="Roberta Souza";="roberta.souza";="souza.roberta@live.com";="admin999";="25881941500";="556220325005";="89650435";="Travessa Suelen";="9690";="Douglas County";="Carvalho de Nossa Senhora";="RJ";="Brasil";="1971-11-26";="HIPERCARD";="GOLD";="10";="ROBERTA SOUZA";="FREE";="25881941500";="";=""
="C_0092";="Melissa Moreira";="melissa.moreira";="moreira.melissa@terra.com.br";="admin999";="72367562709";="9615352902";="27201326";="Marginal Moraes";="7866";="Gwynedd County";="Bryan de Nossa Senhora";="RR";="Brasil";="1972-01-02";="VISA";="PLATINUM";="10";="MELISSA MOREIRA";="VIP_BLACK";="72367562709";="";=""
="C_0093";="Alice Batista";="alice.batista";="batista.alice@icloud.com";="admin999";="73520632691";="07348641238";="77826880";="Marginal Clara";="110";="Henry County";="Igor de Nossa Senhora";="SC";="Brasil";="1988-01-20";="AMEX";="BLACK";="25";="ALICE BATISTA";="VIP_BLACK";="73520632691";="";=""
="C_0094";="Vitoria Braga";="vitoria.braga";="braga.vitoria@aol.com";="admin999";="45091344446";="6674229634";="84464941";="Rua Eloa";="815";="Clark County";="Ladislau do Sul";="PI";="Brasil";="1967-05-07";="HIPERCARD";="BRONZE";="10";="VITORIA BRAGA";="FREE";="45091344446";="";=""
="C_0095";="Eloa Xavier";="eloa.xavier";="xavier.eloa@inbox.com";="admin999";="42797968077";="0170900505";="02567401";="Travessa Deneval";="615";="Douglas County";="Manuela do Descoberto";="AL";="Brasil";="1996-05-20";="ELO";="PLATINUM";="25";="ELOA XAVIER";="PRO";="42797968077";="";=""
="C_0096";="Maria Julia Barros";="mariajulia.barros";="barros.mariajulia@ig.com.br";="admin999";="93278663390";="58129413925";="91545012";="Alameda Isadora";="58430";="Fayette County";="Valentina de Nossa Senhora";="AP";="Brasil";="1978-04-02";="AMEX";="PLATINUM";="10";="MARIA JULIA BARROS";="VIP_BLACK";="93278663390";="";=""
